timestamp,pid,process_name,cpu_usage,ram_usage,category,alias_name
2026-04-01T19:13:52.485132Z,564,564,0.0,18,Uncategorized,564
2026-04-01T19:13:52.485132Z,36839,36839,0.0,9,Uncategorized,36839
2026-04-01T19:13:52.485132Z,565,565,0.0,11,Uncategorized,565
2026-04-01T19:13:52.485132Z,35984,35984,0.0,3,Uncategorized,35984
2026-04-01T19:13:52.485132Z,566,566,0.0,5,Uncategorized,566
2026-04-01T19:13:52.485132Z,1560,SafariWidgetExtension,0.0,11,Uncategorized,SafariWidgetExtension
2026-04-01T19:13:52.485132Z,35983,35983,0.0,5,Uncategorized,35983
2026-04-01T19:13:52.485132Z,567,567,0.0,3,Uncategorized,567
2026-04-01T19:13:52.485132Z,35982,35982,0.0,5,Uncategorized,35982
2026-04-01T19:13:52.485132Z,568,568,0.0,7,Uncategorized,568
2026-04-01T19:13:52.485132Z,35992,siriactionsd,0.0,30,Uncategorized,siriactionsd
2026-04-01T19:13:52.485132Z,5010,WallpaperSonomaExtension,0.0,4,Uncategorized,WallpaperSonomaExtension
2026-04-01T19:13:52.485132Z,1303,ContextStoreAgent,0.0,19,Uncategorized,ContextStoreAgent
2026-04-01T19:13:52.485132Z,5011,WallpaperSequoiaExtension,0.0,4,Uncategorized,WallpaperSequoiaExtension
2026-04-01T19:13:52.485132Z,11872,IMAutomaticHistoryDeletionAgent,0.0,10,Uncategorized,IMAutomaticHistoryDeletionAgent
2026-04-01T19:13:52.485132Z,36743,inputanalyticsd,0.0,5,Uncategorized,inputanalyticsd
2026-04-01T19:13:52.485132Z,69862,diskimages-helper,0.0,3,Uncategorized,diskimages-helper
2026-04-01T19:13:52.485132Z,35925,pkd,0.0,18,Uncategorized,pkd
2026-04-01T19:13:52.485132Z,36232,photoanalysisd,0.0,6,Uncategorized,photoanalysisd
2026-04-01T19:13:52.485132Z,570,570,0.0,24,Uncategorized,570
2026-04-01T19:13:52.485132Z,35977,35977,0.0,6,Uncategorized,35977
2026-04-01T19:13:52.485132Z,694,694,0.0,4,Uncategorized,694
2026-04-01T19:13:52.485132Z,573,573,0.0,2,Uncategorized,573
2026-04-01T19:13:52.485132Z,35976,35976,0.0,6,Uncategorized,35976
2026-04-01T19:13:52.485132Z,36826,36826,0.0,6,Uncategorized,36826
2026-04-01T19:13:52.485132Z,695,695,0.3,40,Uncategorized,695
