timestamp,pid,process_name,cpu_usage,ram_usage,category,alias_name
2026-04-01T18:23:28.851482Z,96784,SafariNotificationAgent,0.0,7,Uncategorized,SafariNotificationAgent
2026-04-01T18:23:28.851482Z,94922,94922,0.0,4,Work,94922
2026-04-01T18:23:28.851482Z,96781,com.apple.Safari.SafeBrowsing.Service,0.0,7,Work,com.apple.Safari.SafeBrowsing.Service
2026-04-01T18:23:28.851482Z,1692,Code Helper (GPU),0.0,60,Uncategorized,Code Helper (GPU)
2026-04-01T18:23:28.851482Z,17071,UserNotificationCenter,0.0,34,Uncategorized,UserNotificationCenter
2026-04-01T18:23:28.851482Z,1331,1331,0.0,2,Uncategorized,1331
2026-04-01T18:23:28.851482Z,96786,AudioComponentRegistrar,0.0,3,Work,AudioComponentRegistrar
2026-04-01T18:23:28.851482Z,44679,AcroCEF,0.0,53,Work,AcroCEF
2026-04-01T18:23:28.851482Z,59897,com.apple.geod,0.0,10,Uncategorized,com.apple.geod
2026-04-01T18:23:28.851482Z,95387,SiriNCService,0.0,22,Uncategorized,SiriNCService
2026-04-01T18:23:28.851482Z,1284,universalaccessd,0.0,12,Uncategorized,universalaccessd
2026-04-01T18:23:28.851482Z,1465,fontd,0.0,3,Work,fontd
2026-04-01T18:23:28.851482Z,60656,DiskUnmountWatcher,0.0,1,Uncategorized,DiskUnmountWatcher
2026-04-01T18:23:28.851482Z,1110,1110,0.0,3,Uncategorized,1110
2026-04-01T18:23:28.851482Z,1571,passd,0.0,14,Uncategorized,passd
2026-04-01T18:23:28.851482Z,4639,crashpad_handler,0.0,6,Uncategorized,crashpad_handler
2026-04-01T18:23:28.851482Z,1107,1107,0.0,2,Uncategorized,1107
2026-04-01T18:23:28.851482Z,0,0,0.0,0,Uncategorized,0
2026-04-01T18:23:28.851482Z,87725,Viber,0.0,95,Uncategorized,Viber
2026-04-01T18:23:28.851482Z,1,1,0.1,16,Uncategorized,1
2026-04-01T18:23:28.851482Z,1307,WiFiAgent,0.0,36,Uncategorized,WiFiAgent
2026-04-01T18:23:28.851482Z,11879,11879,0.0,2,Uncategorized,11879
2026-04-01T18:23:28.851482Z,1102,1102,0.0,2,Uncategorized,1102
2026-04-01T18:23:28.851482Z,44674,AdobeAcrobat,2.3,98,Uncategorized,AdobeAcrobat
2026-04-01T18:23:28.851482Z,1100,1100,0.0,12,Uncategorized,1100
2026-04-01T18:23:28.851482Z,922,922,0.0,0,Uncategorized,922
2026-04-01T18:23:28.851482Z,923,923,0.0,0,Uncategorized,923
2026-04-01T18:23:28.851482Z,924,924,0.0,0,Uncategorized,924
2026-04-01T18:23:28.851482Z,1546,mediaremoteagent,0.0,2,Uncategorized,mediaremoteagent
2026-04-01T18:23:28.851482Z,926,926,0.0,0,Uncategorized,926
2026-04-01T18:23:28.851482Z,927,927,0.0,2,Uncategorized,927
2026-04-01T18:23:28.851482Z,928,928,0.0,1,Uncategorized,928
